,(MC=1),(MC=0),(B=1|MC=1),(B=0|MC=1),(B=1|MC=0),(B=0|MC=0),(ISC=1|MC=1),(ISC=0|MC=1),(ISC=1|MC=0),(ISC=0|MC=0),"(C=1|B=1, ISC=1)","(C=0|B=1, ISC=1)","(C=1|B=1, ISC=0)","(C=0|B=1, ISC=0)","(C=1|B=0, ISC=1)","(C=0|B=0, ISC=1)","(C=1|B=0, ISC=0)","(C=0|B=0, ISC=0)",(SH=1|B=1),(SH=0|B=1),(SH=1|B=0),(SH=0|B=0),(CT=1|B=1),(CT=0|B=1),(CT=1|B=0),(CT=0|B=0),"C = 0 | B = 0, ISC = 0","C = 0 | B = 0, ISC = 1","C = 0 | B = 1, ISC = 0","C = 0 | B = 1, ISC = 1","C = 1 | B = 0, ISC = 0","C = 1 | B = 0, ISC = 1","C = 1 | B = 1, ISC = 0","C = 1 | B = 1, ISC = 1",CT = 0 | B = 0,CT = 0 | B = 1,CT = 1 | B = 0,CT = 1 | B = 1,B = 0 | MC = 0,B = 0 | MC = 1,B = 1 | MC = 0,B = 1 | MC = 1,ISC = 0 | MC = 0,ISC = 0 | MC = 1,ISC = 1 | MC = 0,ISC = 1 | MC = 1,MC = 0,MC = 1,SH = 0 | B = 0,SH = 0 | B = 1,SH = 1 | B = 0,SH = 1 | B = 1
(MC=1|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6140072416183467e-17,0.0,8.4703294725430005e-19,8.4703294725430005e-19,4.517509052022934e-18,5.872761767629814e-17,2.258754526011467e-18,9.035018104045868e-18,9.938519914450453e-17,0.0,0.0,8.470329472543e-18,0.07812500000000001,0.08463541666666659,0.078125,0.08463541666666667,2.7105054312137602e-17,0.0,0.0,2.936380883814907e-17,0.9521484375000001,0.9521484375,0.03255208333333333,0.06510416666666667,0.03255208333333351,0.0651041666666667
(MC=0|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535953077687797e-16,1.8070036208091736e-17,3.670476104768634e-18,3.670476104768634e-18,0.0,4.517509052022937e-18,9.035018104045868e-18,2.258754526011467e-18,3.1622563364160544e-16,0.0,0.0,8.470329472543002e-18,0.07812499999999999,0.0846354166666666,0.07812499999999999,0.08463541666666667,2.7105054312137602e-17,0.0,0.0,2.936380883814907e-17,0.9521484375,0.9521484374999998,0.03255208333333307,0.06510416666666666,0.03255208333333276,0.06510416666666667
(B=1|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.807003620809174e-17,0.0,4.329279508188645e-18,4.329279508188645e-18,0.0,3.0116727013486227e-18,0.0,0.0,6.0233454026972455e-18,0.0,0.0,2.597567704913187e-17,0.4340277777777774,0.10850694444444448,0.4340277777777778,0.10850694444444445,6.0233454026972455e-18,4.517509052022934e-18,4.517509052022934e-18,1.5058363506743114e-18,0.08138020833333336,0.08138020833333333,0.09982638888888888,0.19965277777777776,0.09982638888888894,0.19965277777777787
(B=0|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8070036208091666e-17,0.0,4.3292795081886456e-18,4.3292795081886456e-18,0.0,3.0116727013486143e-18,0.0,0.0,6.0233454026972285e-18,0.0,0.0,2.5975677049131875e-17,0.4340277777777776,0.1085069444444445,0.4340277777777778,0.10850694444444445,1.3853694426203666e-16,3.614007241618347e-17,1.445602896647339e-16,3.4634236065509165e-17,0.08138020833333337,0.08138020833333323,0.0998263888888886,0.1996527777777778,0.09982638888888859,0.19965277777777787
(ISC=1|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068803e-16,0.0,1.4117215787571671e-18,3.1057874732657666e-18,0.0,4.9692599572252266e-17,0.0,0.0,1.1745523535259628e-16,0.0,0.0,5.082197683525799e-18,0.0468749999999998,0.05078124999999999,0.04687500000000003,0.05078124999999999,0.8125000000000001,0.1875,0.8124999999999999,0.1875,0.5712890625000002,0.5712890625000001,0.0195312500000002,0.03906249999999999,0.019531249999999955,0.039062500000000014
(ISC=0|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35525271560688e-16,0.0,1.4117215787571665e-18,3.1057874732657674e-18,0.0,4.969259957225228e-17,0.0,0.0,3.8850577847397234e-16,0.0,0.0,5.082197683525804e-18,0.04687500000000089,0.050781249999999944,0.046874999999999944,0.05078125,0.8125,0.1875,0.8124999999999999,0.18750000000000003,0.5712890624999999,0.5712890624999999,0.019531249999999768,0.03906250000000001,0.019531249999999955,0.039062500000000014
(C=1|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666662,0.29166666666666663,0.020833333333333336,0.020833333333333336,0.6666666666666667,0.29166666666666663,0.020833333333333336,0.020833333333333336,7.228014483236708e-18,4.517509052022934e-18,0.0,3.704357422658806e-17,0.29166666666666613,0.020833333333333336,0.2916666666666667,0.020833333333333336,0.59375,0.125,0.59375,0.12500000000000006,0.4296875000000004,0.4296875000000002,0.05208333333333352,0.10416666666666666,0.052083333333333655,0.10416666666666667
(C=0|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666664,0.29166666666666663,0.020833333333333332,0.020833333333333332,0.6666666666666667,0.2916666666666667,0.020833333333333336,0.020833333333333336,1.0119220276531373e-16,1.1293772630057335e-18,0.0,7.679765388438988e-18,0.29166666666666724,0.020833333333333266,0.29166666666666674,0.020833333333333325,0.5937500000000002,0.125,0.59375,0.12500000000000003,0.42968749999999956,0.4296874999999997,0.05208333333333326,0.10416666666666667,0.05208333333333347,0.10416666666666671
(SH=1|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(SH=0|SH=0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
