,(MC=1),(MC=0),(B=1|MC=1),(B=0|MC=1),(B=1|MC=0),(B=0|MC=0),(ISC=1|MC=1),(ISC=0|MC=1),(ISC=1|MC=0),(ISC=0|MC=0),"(C=1|B=1, ISC=1)","(C=0|B=1, ISC=1)","(C=1|B=1, ISC=0)","(C=0|B=1, ISC=0)","(C=1|B=0, ISC=1)","(C=0|B=0, ISC=1)","(C=1|B=0, ISC=0)","(C=0|B=0, ISC=0)",(SH=1|B=1),(SH=0|B=1),(SH=1|B=0),(SH=0|B=0),(CT=1|B=1),(CT=0|B=1),(CT=1|B=0),(CT=0|B=0),CT = 0 | B = 0,CT = 0 | B = 1,CT = 1 | B = 0,CT = 1 | B = 1,SH = 0 | B = 0,SH = 0 | B = 1,SH = 1 | B = 0,SH = 1 | B = 1,B = 0 | MC = 0,B = 0 | MC = 1,B = 1 | MC = 0,B = 1 | MC = 1,"C = 0 | B = 0, ISC = 0","C = 0 | B = 0, ISC = 1","C = 0 | B = 1, ISC = 0","C = 0 | B = 1, ISC = 1","C = 1 | B = 0, ISC = 0","C = 1 | B = 0, ISC = 1","C = 1 | B = 1, ISC = 0","C = 1 | B = 1, ISC = 1",ISC = 0 | MC = 0,ISC = 0 | MC = 1,ISC = 1 | MC = 0,ISC = 1 | MC = 1,MC = 0,MC = 1
(MC=1|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6020852139652088e-17,0.0,0.0,9.757819552369529e-18,0.0,3.252606517456511e-18,7.372574772901429e-17,0.0,0.637499999999999,0.053906249999999996,0.6375000000000001,0.05390624999999998,0.7499999999999993,0.028124999999999994,0.028124999999999994,0.04687500000000001,0.7500000000000001,0.028125000000000042,0.028125000000000008,0.046875,0.7570312500000005,0.21562499999999998,0.7570312499999999,0.21562499999999993,1.5273437500000002,1.52734375
(MC=0|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.597017211338538e-16,0.0,0.0,9.757819552369545e-18,0.0,3.252606517456515e-18,1.301042606982606e-17,0.0,0.6374999999999996,0.05390624999999999,0.6374999999999997,0.05390624999999999,0.7499999999999989,0.02812500000000006,0.02812500000000001,0.046875,0.7499999999999996,0.02812500000000001,0.028124999999999994,0.046875,0.7570312500000005,0.21562499999999998,0.7570312499999997,0.21562499999999996,1.52734375,1.5273437500000002
(B=1|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907227e-17,0.0,0.0,1.0408340855860838e-16,0.0,3.4694469519536136e-17,3.4694469519536136e-17,0.0,1.6999999999999988,0.4812500000000002,1.6999999999999995,0.48124999999999996,0.39999999999999963,0.17499999999999996,0.09999999999999998,0.09999999999999998,0.39999999999999997,0.17499999999999996,0.09999999999999999,0.09999999999999999,0.35625000000000023,0.07500000000000002,0.35624999999999996,0.07499999999999998,0.09375000000000007,0.09374999999999997
(B=0|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907226e-17,0.0,0.0,1.0408340855860841e-16,0.0,3.4694469519536136e-17,3.469446951953613e-17,0.0,1.6999999999999977,0.48125,1.7,0.48124999999999996,0.3999999999999987,0.17499999999999996,0.09999999999999999,0.09999999999999999,0.3999999999999998,0.17499999999999993,0.09999999999999999,0.09999999999999999,0.3562499999999989,0.07499999999999996,0.35624999999999984,0.07500000000000002,0.09374999999999913,0.09375000000000033
(ISC=1|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408340855860841e-16,0.0,0.0,3.903127820947818e-17,0.0,1.3010426069826052e-17,1.3877787807814454e-16,0.0,1.1999999999999984,0.07499999999999998,1.2,0.0749999999999999,1.5999999999999985,0.17499999999999996,0.09999999999999999,0.024999999999999988,1.5999999999999999,0.17499999999999993,0.09999999999999999,0.024999999999999988,0.5749999999999991,0.20000000000000004,0.5749999999999998,0.20000000000000004,0.3750000000000003,0.3749999999999999
(ISC=0|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6020852139652103e-17,0.0,0.0,3.903127820947814e-17,0.0,1.301042606982605e-17,1.3010426069826055e-17,0.0,1.199999999999999,0.07500000000000002,1.1999999999999997,0.07500000000000001,1.599999999999998,0.17499999999999996,0.09999999999999998,0.024999999999999998,1.5999999999999999,0.17499999999999996,0.09999999999999999,0.024999999999999998,0.5750000000000002,0.19999999999999998,0.5749999999999998,0.20000000000000004,0.3749999999999999,0.37500000000000006
(C=1|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(C=0|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(SH=1|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2490009027033009e-16,2.1684043449710083e-17,0.0,1.335737076502141e-16,0.7999999999999999,0.20000000000000004,0.7999999999999998,0.19999999999999998,0.3400000000000004,0.0962500000000002,0.34000000000000025,0.09625000000000004,0.08000000000000028,0.035000000000000024,0.02000000000000002,0.02000000000000002,0.08000000000000014,0.03499999999999999,0.020000000000000004,0.020000000000000004,0.07125000000000076,0.014999999999999986,0.07125000000000008,0.014999999999999951,0.01875000000000031,0.018749999999999906
(SH=0|C=1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.682681771697503e-16,5.421010862427521e-18,0.0,7.372574772901412e-18,0.7999999999999999,0.19999999999999998,0.7999999999999999,0.20000000000000004,0.33999999999999997,0.09624999999999997,0.34000000000000014,0.09625,0.07999999999999974,0.034999999999999885,0.02000000000000001,0.02000000000000001,0.07999999999999988,0.03499999999999991,0.020000000000000007,0.020000000000000007,0.07124999999999966,0.015000000000000001,0.0712499999999998,0.015000000000000053,0.01874999999999977,0.01874999999999997
